regressionExample(med_house_val(id1),4.526).
regressionExample(med_house_val(id974),2.33).
regressionExample(med_house_val(id975),2.385).
regressionExample(med_house_val(id976),2.333).
regressionExample(med_house_val(id977),2.313).
regressionExample(med_house_val(id978),4.758).
regressionExample(med_house_val(id979),3.932).
regressionExample(med_house_val(id980),2.472).
regressionExample(med_house_val(id981),2.294).
regressionExample(med_house_val(id982),2.825).
regressionExample(med_house_val(id983),3.006).
regressionExample(med_house_val(id984),2.932).
regressionExample(med_house_val(id985),2.785).
regressionExample(med_house_val(id986),3.529).
regressionExample(med_house_val(id987),4.0).
regressionExample(med_house_val(id988),3.75).
regressionExample(med_house_val(id989),3.137).
regressionExample(med_house_val(id990),1.393).
regressionExample(med_house_val(id991),3.275).
regressionExample(med_house_val(id992),4.306).
regressionExample(med_house_val(id993),1.25).
regressionExample(med_house_val(id994),4.5).
regressionExample(med_house_val(id995),2.002).
regressionExample(med_house_val(id996),1.924).
regressionExample(med_house_val(id997),4.188).
regressionExample(med_house_val(id998),2.168).
regressionExample(med_house_val(id999),2.155).
regressionExample(med_house_val(id1000),2.277).
regressionExample(med_house_val(id1001),1.844).
regressionExample(med_house_val(id1002),1.584).
regressionExample(med_house_val(id1003),1.746).
regressionExample(med_house_val(id1004),1.684).
regressionExample(med_house_val(id1005),1.884).
regressionExample(med_house_val(id1006),2.567).
regressionExample(med_house_val(id1007),1.838).
regressionExample(med_house_val(id1008),1.834).
regressionExample(med_house_val(id1009),1.775).
regressionExample(med_house_val(id1010),1.869).
regressionExample(med_house_val(id1011),2.389).
regressionExample(med_house_val(id1012),1.725).
regressionExample(med_house_val(id1013),1.792).
regressionExample(med_house_val(id1014),2.044).
regressionExample(med_house_val(id1015),2.094).
regressionExample(med_house_val(id1016),2.642).
regressionExample(med_house_val(id1017),3.5).
regressionExample(med_house_val(id1018),1.998).
regressionExample(med_house_val(id1019),2.11).
regressionExample(med_house_val(id1020),2.011).
regressionExample(med_house_val(id1021),1.93).
regressionExample(med_house_val(id1022),2.45).
regressionExample(med_house_val(id1023),1.176).
regressionExample(med_house_val(id1024),0.979).
regressionExample(med_house_val(id1025),1.406).
regressionExample(med_house_val(id1026),1.209).
regressionExample(med_house_val(id1027),1.19).
regressionExample(med_house_val(id1028),1.292).
regressionExample(med_house_val(id1029),0.991).
regressionExample(med_house_val(id1030),1.089).
regressionExample(med_house_val(id1031),1.117).
regressionExample(med_house_val(id1032),0.689).
regressionExample(med_house_val(id1033),0.964).
regressionExample(med_house_val(id1034),1.167).
regressionExample(med_house_val(id1035),1.238).
regressionExample(med_house_val(id1036),0.979).
regressionExample(med_house_val(id1037),1.298).
regressionExample(med_house_val(id1038),1.213).
regressionExample(med_house_val(id1039),1.072).
regressionExample(med_house_val(id1040),1.219).
regressionExample(med_house_val(id1041),1.134).
regressionExample(med_house_val(id1042),0.991).
regressionExample(med_house_val(id1043),1.03).
regressionExample(med_house_val(id1044),1.142).
regressionExample(med_house_val(id1045),1.441).
regressionExample(med_house_val(id1046),1.286).
regressionExample(med_house_val(id1047),1.572).
regressionExample(med_house_val(id1048),1.185).
regressionExample(med_house_val(id1049),1.167).
regressionExample(med_house_val(id1050),1.348).
regressionExample(med_house_val(id1051),1.099).
regressionExample(med_house_val(id1052),1.443).
regressionExample(med_house_val(id1053),1.236).
regressionExample(med_house_val(id1054),1.126).
regressionExample(med_house_val(id1055),1.073).
regressionExample(med_house_val(id1056),1.178).
regressionExample(med_house_val(id1057),0.899).
regressionExample(med_house_val(id1058),1.023).
regressionExample(med_house_val(id1059),0.873).
regressionExample(med_house_val(id1060),1.426).
regressionExample(med_house_val(id1061),1.531).
regressionExample(med_house_val(id1062),1.266).
regressionExample(med_house_val(id1063),1.183).
regressionExample(med_house_val(id1064),1.47).
regressionExample(med_house_val(id1065),0.781).
regressionExample(med_house_val(id1066),0.858).
regressionExample(med_house_val(id1067),0.845).
regressionExample(med_house_val(id1068),1.375).
regressionExample(med_house_val(id1069),0.889).
regressionExample(med_house_val(id1070),1.202).
regressionExample(med_house_val(id1071),0.745).
regressionExample(med_house_val(id1072),0.851).
regressionExample(med_house_val(id1073),1.303).
regressionExample(med_house_val(id1074),1.252).
regressionExample(med_house_val(id1075),1.114).
regressionExample(med_house_val(id1076),0.97).
regressionExample(med_house_val(id1077),1.226).
regressionExample(med_house_val(id1078),1.163).
regressionExample(med_house_val(id1079),1.792).
regressionExample(med_house_val(id1080),0.858).
regressionExample(med_house_val(id1081),0.948).
regressionExample(med_house_val(id1082),2.0).
regressionExample(med_house_val(id1083),1.125).
regressionExample(med_house_val(id1084),0.69).
regressionExample(med_house_val(id1085),0.55).
regressionExample(med_house_val(id1086),0.779).
regressionExample(med_house_val(id1087),0.988).
regressionExample(med_house_val(id1088),0.787).
regressionExample(med_house_val(id1089),0.813).
regressionExample(med_house_val(id1090),0.603).
regressionExample(med_house_val(id1091),0.663).
regressionExample(med_house_val(id1092),1.167).
regressionExample(med_house_val(id1093),1.597).
regressionExample(med_house_val(id1094),1.392).
regressionExample(med_house_val(id1095),0.896).
regressionExample(med_house_val(id1096),1.531).
regressionExample(med_house_val(id1097),0.875).
regressionExample(med_house_val(id1098),1.586).
regressionExample(med_house_val(id1099),0.951).
regressionExample(med_house_val(id1100),0.938).
regressionExample(med_house_val(id1101),0.953).
regressionExample(med_house_val(id1102),1.413).
regressionExample(med_house_val(id1103),0.675).
regressionExample(med_house_val(id1104),0.73).
regressionExample(med_house_val(id1105),1.196).
regressionExample(med_house_val(id1106),0.932).
regressionExample(med_house_val(id1107),1.179).
regressionExample(med_house_val(id1108),0.972).
regressionExample(med_house_val(id1109),0.976).
regressionExample(med_house_val(id1110),0.953).
regressionExample(med_house_val(id1111),1.077).
regressionExample(med_house_val(id1112),1.029).
regressionExample(med_house_val(id1113),0.883).
regressionExample(med_house_val(id1114),0.865).
regressionExample(med_house_val(id1115),0.58).
regressionExample(med_house_val(id1116),0.84).
regressionExample(med_house_val(id1117),0.895).
regressionExample(med_house_val(id1118),0.934).
regressionExample(med_house_val(id1119),1.152).
regressionExample(med_house_val(id1120),1.057).
regressionExample(med_house_val(id1121),0.973).
regressionExample(med_house_val(id1122),1.086).
regressionExample(med_house_val(id1123),1.049).
regressionExample(med_house_val(id1124),1.102).
regressionExample(med_house_val(id1125),1.038).
regressionExample(med_house_val(id1126),0.808).
regressionExample(med_house_val(id1127),0.873).
regressionExample(med_house_val(id1128),0.855).
regressionExample(med_house_val(id1129),0.85).
regressionExample(med_house_val(id1130),0.935).
regressionExample(med_house_val(id1131),0.967).
regressionExample(med_house_val(id1132),1.097).
regressionExample(med_house_val(id1133),0.858).
regressionExample(med_house_val(id1134),0.928).
regressionExample(med_house_val(id1135),0.705).
regressionExample(med_house_val(id1136),1.218).
regressionExample(med_house_val(id1137),1.026).
regressionExample(med_house_val(id1138),1.012).
regressionExample(med_house_val(id1139),1.683).
regressionExample(med_house_val(id1140),1.261).
regressionExample(med_house_val(id1141),0.838).
regressionExample(med_house_val(id1142),0.926).
regressionExample(med_house_val(id1143),1.112).
regressionExample(med_house_val(id1144),0.875).
regressionExample(med_house_val(id1145),0.875).
regressionExample(med_house_val(id1146),0.947).
regressionExample(med_house_val(id1147),0.625).
regressionExample(med_house_val(id1148),0.833).
regressionExample(med_house_val(id1149),0.857).
regressionExample(med_house_val(id1150),0.795).
regressionExample(med_house_val(id1151),0.536).
regressionExample(med_house_val(id1152),0.652).
regressionExample(med_house_val(id1153),0.841).
regressionExample(med_house_val(id1154),1.423).
regressionExample(med_house_val(id1155),0.938).
regressionExample(med_house_val(id1156),0.908).
regressionExample(med_house_val(id1157),0.918).
regressionExample(med_house_val(id1158),0.975).
regressionExample(med_house_val(id1159),0.912).
regressionExample(med_house_val(id1160),0.738).
regressionExample(med_house_val(id1161),0.864).
regressionExample(med_house_val(id1162),0.621).
regressionExample(med_house_val(id1163),0.722).
regressionExample(med_house_val(id1164),0.576).
regressionExample(med_house_val(id1165),0.583).
regressionExample(med_house_val(id1166),0.517).
regressionExample(med_house_val(id1167),0.579).
regressionExample(med_house_val(id1168),0.531).
regressionExample(med_house_val(id1169),0.561).
regressionExample(med_house_val(id1170),0.58).
regressionExample(med_house_val(id1171),0.567).
regressionExample(med_house_val(id1172),0.576).
regressionExample(med_house_val(id1173),0.633).
regressionExample(med_house_val(id1174),0.598).
regressionExample(med_house_val(id1175),0.652).
regressionExample(med_house_val(id1176),0.425).
regressionExample(med_house_val(id1177),0.451).
regressionExample(med_house_val(id1178),0.394).
regressionExample(med_house_val(id1179),0.503).
regressionExample(med_house_val(id1180),0.538).
regressionExample(med_house_val(id1181),0.539).
regressionExample(med_house_val(id1182),0.418).
regressionExample(med_house_val(id1183),0.889).
regressionExample(med_house_val(id1184),0.826).
regressionExample(med_house_val(id1185),0.636).
regressionExample(med_house_val(id1186),0.594).
regressionExample(med_house_val(id1187),0.606).
regressionExample(med_house_val(id1188),0.571).
regressionExample(med_house_val(id1189),0.49).
regressionExample(med_house_val(id1190),0.804).
regressionExample(med_house_val(id1191),0.962).
regressionExample(med_house_val(id1192),0.6).
regressionExample(med_house_val(id1193),0.613).
regressionExample(med_house_val(id1194),0.738).
regressionExample(med_house_val(id1195),0.863).
regressionExample(med_house_val(id1196),0.864).
regressionExample(med_house_val(id1197),0.846).
regressionExample(med_house_val(id1198),0.735).
regressionExample(med_house_val(id1199),0.562).
regressionExample(med_house_val(id1200),0.57).
regressionExample(med_house_val(id1201),0.639).
regressionExample(med_house_val(id1202),0.56).
regressionExample(med_house_val(id1203),0.63).
regressionExample(med_house_val(id1204),0.855).
regressionExample(med_house_val(id1205),0.813).
regressionExample(med_house_val(id1206),0.576).
regressionExample(med_house_val(id1207),0.594).
regressionExample(med_house_val(id1208),0.819).
regressionExample(med_house_val(id1209),0.821).
regressionExample(med_house_val(id1210),1.16).
regressionExample(med_house_val(id1211),1.161).
regressionExample(med_house_val(id1212),0.949).
regressionExample(med_house_val(id1213),0.922).
regressionExample(med_house_val(id1214),0.799).
regressionExample(med_house_val(id1215),1.33).
regressionExample(med_house_val(id1216),1.226).
regressionExample(med_house_val(id1217),0.904).
regressionExample(med_house_val(id1218),0.932).
regressionExample(med_house_val(id1219),1.259).
regressionExample(med_house_val(id1220),1.331).
regressionExample(med_house_val(id1221),1.306).
regressionExample(med_house_val(id1222),1.04).
regressionExample(med_house_val(id1223),1.016).
regressionExample(med_house_val(id1224),0.926).
regressionExample(med_house_val(id1225),1.223).
regressionExample(med_house_val(id1226),1.125).
regressionExample(med_house_val(id1227),0.866).
regressionExample(med_house_val(id1228),0.774).
regressionExample(med_house_val(id1229),0.919).
regressionExample(med_house_val(id1230),1.009).
regressionExample(med_house_val(id1231),0.947).
regressionExample(med_house_val(id1232),0.848).
regressionExample(med_house_val(id1233),1.399).
regressionExample(med_house_val(id1234),1.214).
regressionExample(med_house_val(id1235),1.558).
regressionExample(med_house_val(id1236),1.115).
regressionExample(med_house_val(id1237),1.235).
regressionExample(med_house_val(id1238),1.137).
regressionExample(med_house_val(id1239),1.038).
regressionExample(med_house_val(id1240),1.083).
regressionExample(med_house_val(id1241),0.775).
regressionExample(med_house_val(id1242),0.658).
regressionExample(med_house_val(id1243),0.675).
regressionExample(med_house_val(id1244),0.592).
regressionExample(med_house_val(id1245),0.72).
regressionExample(med_house_val(id1246),0.928).
regressionExample(med_house_val(id1247),1.125).
regressionExample(med_house_val(id1248),0.75).
regressionExample(med_house_val(id1249),1.08).
regressionExample(med_house_val(id1250),0.655).
regressionExample(med_house_val(id1251),0.615).
regressionExample(med_house_val(id1252),0.627).
regressionExample(med_house_val(id1253),0.688).
regressionExample(med_house_val(id1254),0.691).
regressionExample(med_house_val(id1255),0.758).
regressionExample(med_house_val(id1256),0.75).
regressionExample(med_house_val(id1257),1.125).
regressionExample(med_house_val(id1258),1.924).
regressionExample(med_house_val(id1259),2.094).
regressionExample(med_house_val(id1260),1.838).
regressionExample(med_house_val(id1261),1.891).
regressionExample(med_house_val(id1262),1.565).
regressionExample(med_house_val(id1263),1.688).
regressionExample(med_house_val(id1264),1.628).
regressionExample(med_house_val(id1265),1.729).
regressionExample(med_house_val(id1266),1.297).
regressionExample(med_house_val(id1267),2.135).
regressionExample(med_house_val(id1268),1.194).
regressionExample(med_house_val(id1269),1.311).
regressionExample(med_house_val(id1270),1.254).
regressionExample(med_house_val(id1271),1.514).
regressionExample(med_house_val(id1272),2.631).
regressionExample(med_house_val(id1273),1.871).
regressionExample(med_house_val(id1274),1.567).
regressionExample(med_house_val(id1275),1.863).
regressionExample(med_house_val(id1276),1.525).
regressionExample(med_house_val(id1277),2.414).
regressionExample(med_house_val(id1278),3.409).
regressionExample(med_house_val(id1279),1.544).
regressionExample(med_house_val(id1280),2.539).
regressionExample(med_house_val(id1281),1.094).
regressionExample(med_house_val(id1282),1.051).
regressionExample(med_house_val(id1283),1.285).
regressionExample(med_house_val(id1284),0.938).
regressionExample(med_house_val(id1285),0.991).
regressionExample(med_house_val(id1286),0.964).
regressionExample(med_house_val(id1287),1.27).
regressionExample(med_house_val(id1288),0.875).
regressionExample(med_house_val(id1289),1.339).
regressionExample(med_house_val(id1290),1.468).
regressionExample(med_house_val(id1291),1.247).
regressionExample(med_house_val(id1292),1.102).
regressionExample(med_house_val(id1293),1.308).
regressionExample(med_house_val(id1294),1.745).
regressionExample(med_house_val(id1295),1.681).
regressionExample(med_house_val(id1296),1.704).
regressionExample(med_house_val(id1297),1.508).
regressionExample(med_house_val(id1298),1.652).
regressionExample(med_house_val(id1299),0.935).
regressionExample(med_house_val(id1300),1.134).
regressionExample(med_house_val(id1301),0.973).
regressionExample(med_house_val(id1302),1.31).
regressionExample(med_house_val(id1303),1.334).
regressionExample(med_house_val(id1304),1.0).
regressionExample(med_house_val(id1305),1.036).
regressionExample(med_house_val(id1306),1.453).
regressionExample(med_house_val(id1307),1.524).
regressionExample(med_house_val(id1308),1.459).
regressionExample(med_house_val(id1309),1.425).
regressionExample(med_house_val(id1310),0.758).
regressionExample(med_house_val(id1311),1.261).
regressionExample(med_house_val(id1312),1.426).
regressionExample(med_house_val(id1313),1.647).
regressionExample(med_house_val(id1314),1.085).
regressionExample(med_house_val(id1315),1.786).
regressionExample(med_house_val(id1316),1.647).
regressionExample(med_house_val(id1317),1.225).
regressionExample(med_house_val(id1318),1.795).
regressionExample(med_house_val(id1319),2.051).
regressionExample(med_house_val(id1320),1.586).
regressionExample(med_house_val(id1321),0.902).
regressionExample(med_house_val(id1322),0.675).
regressionExample(med_house_val(id1323),0.994).
regressionExample(med_house_val(id1324),1.014).
regressionExample(med_house_val(id1325),0.877).
regressionExample(med_house_val(id1326),0.87).
regressionExample(med_house_val(id1327),0.946).
regressionExample(med_house_val(id1328),1.818).
regressionExample(med_house_val(id1329),1.178).
regressionExample(med_house_val(id1330),1.403).
regressionExample(med_house_val(id1331),1.5).
regressionExample(med_house_val(id1332),1.344).
regressionExample(med_house_val(id1333),1.519).
regressionExample(med_house_val(id1334),1.652).
regressionExample(med_house_val(id1335),1.617).
regressionExample(med_house_val(id1336),1.705).
regressionExample(med_house_val(id1337),1.742).
regressionExample(med_house_val(id1338),1.441).
regressionExample(med_house_val(id1339),1.639).
regressionExample(med_house_val(id1340),1.039).
regressionExample(med_house_val(id1341),1.222).
regressionExample(med_house_val(id1342),1.36).
regressionExample(med_house_val(id1343),1.565).
regressionExample(med_house_val(id1344),0.992).
regressionExample(med_house_val(id1345),1.106).
regressionExample(med_house_val(id1346),1.622).
regressionExample(med_house_val(id1347),1.775).
regressionExample(med_house_val(id1348),1.66).
regressionExample(med_house_val(id1349),1.608).
regressionExample(med_house_val(id1350),1.548).
regressionExample(med_house_val(id1351),1.431).
regressionExample(med_house_val(id1352),0.871).
regressionExample(med_house_val(id1353),0.953).
regressionExample(med_house_val(id1354),1.007).
regressionExample(med_house_val(id1355),1.139).
regressionExample(med_house_val(id1356),1.002).
regressionExample(med_house_val(id1357),1.25).
regressionExample(med_house_val(id1358),1.298).
regressionExample(med_house_val(id1359),0.835).
regressionExample(med_house_val(id1360),1.398).
regressionExample(med_house_val(id1361),0.985).
regressionExample(med_house_val(id1362),1.569).
regressionExample(med_house_val(id1363),1.659).
regressionExample(med_house_val(id1364),1.339).
regressionExample(med_house_val(id1365),2.25).
regressionExample(med_house_val(id1366),1.66).
regressionExample(med_house_val(id1367),1.448).
regressionExample(med_house_val(id1368),1.783).
regressionExample(med_house_val(id1369),1.393).
regressionExample(med_house_val(id1370),1.508).
regressionExample(med_house_val(id1371),1.961).
regressionExample(med_house_val(id1372),1.161).
regressionExample(med_house_val(id1373),1.294).
regressionExample(med_house_val(id1374),1.664).
regressionExample(med_house_val(id1375),1.265).
regressionExample(med_house_val(id1376),1.357).
regressionExample(med_house_val(id1377),1.724).
regressionExample(med_house_val(id1378),1.137).
regressionExample(med_house_val(id1379),1.597).
regressionExample(med_house_val(id1380),1.563).
regressionExample(med_house_val(id1381),2.042).
regressionExample(med_house_val(id1382),2.126).
regressionExample(med_house_val(id1383),1.999).
regressionExample(med_house_val(id1384),2.054).
regressionExample(med_house_val(id1385),2.067).
regressionExample(med_house_val(id1386),2.877).
regressionExample(med_house_val(id1387),2.452).
regressionExample(med_house_val(id1388),2.941).
regressionExample(med_house_val(id1389),2.973).
regressionExample(med_house_val(id1390),2.11).
regressionExample(med_house_val(id1391),2.254).
regressionExample(med_house_val(id1392),2.696).
regressionExample(med_house_val(id1393),2.282).
regressionExample(med_house_val(id1394),2.355).
regressionExample(med_house_val(id1395),1.669).
regressionExample(med_house_val(id1396),1.861).
regressionExample(med_house_val(id1397),2.118).
regressionExample(med_house_val(id1398),1.971).
regressionExample(med_house_val(id1399),1.896).
regressionExample(med_house_val(id1400),2.66).
regressionExample(med_house_val(id1401),1.864).
regressionExample(med_house_val(id1402),1.9).
regressionExample(med_house_val(id1403),2.43).
regressionExample(med_house_val(id1404),2.356).
regressionExample(med_house_val(id1405),1.962).
regressionExample(med_house_val(id1406),1.82).
regressionExample(med_house_val(id1407),1.694).
regressionExample(med_house_val(id1408),1.793).
regressionExample(med_house_val(id1409),2.357).
regressionExample(med_house_val(id1410),2.051).
regressionExample(med_house_val(id1411),2.208).
regressionExample(med_house_val(id1412),2.332).
regressionExample(med_house_val(id1413),2.321).
regressionExample(med_house_val(id1414),2.657).
regressionExample(med_house_val(id1415),2.479).
regressionExample(med_house_val(id1416),2.732).
regressionExample(med_house_val(id1417),0.911).
regressionExample(med_house_val(id1418),1.345).
regressionExample(med_house_val(id1419),1.362).
regressionExample(med_house_val(id1420),2.5).
regressionExample(med_house_val(id1421),0.875).
regressionExample(med_house_val(id1422),1.375).
regressionExample(med_house_val(id1423),1.364).
regressionExample(med_house_val(id1424),0.75).
regressionExample(med_house_val(id1425),1.563).
regressionExample(med_house_val(id1426),1.406).
regressionExample(med_house_val(id1427),1.783).
regressionExample(med_house_val(id1428),1.759).
regressionExample(med_house_val(id1429),1.399).
regressionExample(med_house_val(id1430),1.382).
regressionExample(med_house_val(id1431),1.782).
regressionExample(med_house_val(id1432),1.693).
regressionExample(med_house_val(id1433),1.619).
regressionExample(med_house_val(id1434),1.666).
regressionExample(med_house_val(id1435),1.489).
regressionExample(med_house_val(id1436),1.655).
regressionExample(med_house_val(id1437),1.94).
regressionExample(med_house_val(id1438),2.269).
regressionExample(med_house_val(id1439),2.028).
regressionExample(med_house_val(id1440),2.115).
regressionExample(med_house_val(id1441),1.655).
regressionExample(med_house_val(id1442),1.617).
regressionExample(med_house_val(id1443),1.923).
regressionExample(med_house_val(id1444),1.932).
regressionExample(med_house_val(id1445),1.84).
regressionExample(med_house_val(id1446),2.172).
regressionExample(med_house_val(id1447),1.82).
regressionExample(med_house_val(id1448),1.613).
regressionExample(med_house_val(id1449),1.61).
regressionExample(med_house_val(id1450),1.449).
regressionExample(med_house_val(id1451),2.595).
regressionExample(med_house_val(id1452),2.105).
regressionExample(med_house_val(id1453),2.441).
regressionExample(med_house_val(id1454),1.848).
regressionExample(med_house_val(id1455),2.292).
regressionExample(med_house_val(id1456),1.961).
regressionExample(med_house_val(id1457),2.041).
regressionExample(med_house_val(id1458),2.402).
regressionExample(med_house_val(id1459),2.311).
regressionExample(med_house_val(id1460),2.132).
regressionExample(med_house_val(id1461),2.072).
regressionExample(med_house_val(id1462),1.841).
regressionExample(med_house_val(id1463),1.79).
regressionExample(med_house_val(id1464),1.907).
regressionExample(med_house_val(id1465),1.678).
regressionExample(med_house_val(id1466),2.467).
regressionExample(med_house_val(id1467),1.267).
regressionExample(med_house_val(id1468),2.604).
regressionExample(med_house_val(id1469),2.006).
regressionExample(med_house_val(id1470),2.674).
regressionExample(med_house_val(id1471),2.659).
regressionExample(med_house_val(id1472),2.062).
regressionExample(med_house_val(id1473),1.71).
regressionExample(med_house_val(id1474),1.511).
regressionExample(med_house_val(id1475),1.609).
regressionExample(med_house_val(id1476),1.667).
regressionExample(med_house_val(id1477),1.063).
regressionExample(med_house_val(id1478),1.125).
regressionExample(med_house_val(id1479),1.51).
regressionExample(med_house_val(id1480),1.518).
regressionExample(med_house_val(id1481),1.598).
regressionExample(med_house_val(id1482),1.657).
regressionExample(med_house_val(id1483),1.75).
regressionExample(med_house_val(id1484),1.82).
regressionExample(med_house_val(id1485),1.908).
regressionExample(med_house_val(id1486),2.982).
regressionExample(med_house_val(id1487),3.051).
regressionExample(med_house_val(id1488),1.625).
regressionExample(med_house_val(id1489),2.205).
regressionExample(med_house_val(id1490),2.083).
regressionExample(med_house_val(id1491),2.023).
regressionExample(med_house_val(id1492),2.37).
regressionExample(med_house_val(id1493),2.131).
regressionExample(med_house_val(id1494),3.223).
regressionExample(med_house_val(id1495),2.671).
regressionExample(med_house_val(id1496),2.68).
regressionExample(med_house_val(id1497),2.736).
regressionExample(med_house_val(id1498),3.392).
regressionExample(med_house_val(id1499),3.302).
regressionExample(med_house_val(id1500),1.631).
regressionExample(med_house_val(id1501),2.314).
regressionExample(med_house_val(id1502),2.278).
regressionExample(med_house_val(id1503),1.971).
regressionExample(med_house_val(id1504),1.446).
regressionExample(med_house_val(id1505),2.793).
regressionExample(med_house_val(id1506),3.448).
regressionExample(med_house_val(id1507),2.665).
regressionExample(med_house_val(id1508),1.849).
regressionExample(med_house_val(id1509),2.347).
regressionExample(med_house_val(id1510),3.512).
regressionExample(med_house_val(id1511),3.588).
regressionExample(med_house_val(id1512),3.677).
regressionExample(med_house_val(id1513),2.753).
regressionExample(med_house_val(id1514),2.328).
regressionExample(med_house_val(id1515),2.161).
regressionExample(med_house_val(id1516),1.143).
regressionExample(med_house_val(id1517),2.26).
regressionExample(med_house_val(id1518),2.521).
regressionExample(med_house_val(id1519),2.25).
regressionExample(med_house_val(id1520),2.5).
regressionExample(med_house_val(id1521),2.649).
regressionExample(med_house_val(id1522),2.598).
regressionExample(med_house_val(id1523),2.925).
regressionExample(med_house_val(id1524),3.068).
regressionExample(med_house_val(id1525),3.069).
regressionExample(med_house_val(id1526),2.668).
regressionExample(med_house_val(id1527),2.839).
regressionExample(med_house_val(id1528),2.88).
regressionExample(med_house_val(id1529),2.688).
regressionExample(med_house_val(id1530),2.633).
regressionExample(med_house_val(id1531),3.409).
regressionExample(med_house_val(id1532),3.975).
regressionExample(med_house_val(id1533),2.71).
regressionExample(med_house_val(id1534),3.357).
regressionExample(med_house_val(id1535),3.106).
regressionExample(med_house_val(id1536),3.491).
regressionExample(med_house_val(id1537),3.212).
regressionExample(med_house_val(id1538),2.758).
regressionExample(med_house_val(id1539),3.562).
regressionExample(med_house_val(id1540),3.127).
regressionExample(med_house_val(id1541),3.906).
regressionExample(med_house_val(id1542),4.694).
regressionExample(med_house_val(id1543),2.582).
regressionExample(med_house_val(id1544),2.603).
regressionExample(med_house_val(id1545),2.75).
regressionExample(med_house_val(id1546),3.5).
regressionExample(med_house_val(id1547),2.5).
regressionExample(med_house_val(id1548),2.66).
regressionExample(med_house_val(id1549),2.698).
regressionExample(med_house_val(id1550),1.572).
regressionExample(med_house_val(id1551),3.435).
regressionExample(med_house_val(id1552),2.961).
regressionExample(med_house_val(id1553),3.125).
regressionExample(med_house_val(id1554),3.458).
regressionExample(med_house_val(id1555),3.437).
regressionExample(med_house_val(id1556),3.591).
regressionExample(med_house_val(id1557),4.034).
regressionExample(med_house_val(id1558),3.56).
regressionExample(med_house_val(id1559),3.692).
regressionExample(med_house_val(id1560),3.413).
regressionExample(med_house_val(id1561),3.567).
regressionExample(med_house_val(id1562),4.251).
regressionExample(med_house_val(id1563),3.561).
regressionExample(med_house_val(id1564),4.614).
regressionExample(med_house_val(id1565),4.324).
regressionExample(med_house_val(id1566),4.347).
regressionExample(med_house_val(id1567),3.5).
regressionExample(med_house_val(id1568),3.819).
regressionExample(med_house_val(id1569),3.246).
regressionExample(med_house_val(id1570),3.993).
regressionExample(med_house_val(id1571),4.438).
regressionExample(med_house_val(id1572),3.866).
regressionExample(med_house_val(id1573),2.564).
regressionExample(med_house_val(id1574),2.0).
regressionExample(med_house_val(id1575),5.00001).
regressionExample(med_house_val(id1576),2.948).
regressionExample(med_house_val(id1577),1.885).
regressionExample(med_house_val(id1578),3.593).
regressionExample(med_house_val(id1579),3.587).
regressionExample(med_house_val(id1580),2.873).
regressionExample(med_house_val(id1581),4.414).
regressionExample(med_house_val(id1582),4.94).
regressionExample(med_house_val(id1583),5.00001).
regressionExample(med_house_val(id1584),5.00001).
regressionExample(med_house_val(id1585),3.982).
regressionExample(med_house_val(id1586),5.00001).
regressionExample(med_house_val(id1587),5.00001).
regressionExample(med_house_val(id1588),3.72).
regressionExample(med_house_val(id1589),3.513).
regressionExample(med_house_val(id1590),4.504).
regressionExample(med_house_val(id1591),3.822).
regressionExample(med_house_val(id1592),5.00001).
regressionExample(med_house_val(id1593),2.944).
regressionExample(med_house_val(id1594),5.00001).
regressionExample(med_house_val(id1595),4.553).
regressionExample(med_house_val(id1596),4.065).
regressionExample(med_house_val(id1597),3.103).
regressionExample(med_house_val(id1598),2.795).
regressionExample(med_house_val(id1599),3.482).
regressionExample(med_house_val(id1600),4.333).
regressionExample(med_house_val(id1601),2.571).
regressionExample(med_house_val(id1602),3.5).
regressionExample(med_house_val(id1603),4.261).
regressionExample(med_house_val(id1604),3.944).
regressionExample(med_house_val(id1605),3.872).
regressionExample(med_house_val(id1606),0.994).
regressionExample(med_house_val(id1607),0.85).
regressionExample(med_house_val(id1608),1.027).
regressionExample(med_house_val(id1609),1.865).
regressionExample(med_house_val(id1610),1.55).
regressionExample(med_house_val(id1611),2.524).
regressionExample(med_house_val(id1612),2.063).
regressionExample(med_house_val(id1613),0.734).
regressionExample(med_house_val(id1614),3.671).
regressionExample(med_house_val(id1615),4.026).
regressionExample(med_house_val(id1616),3.142).
regressionExample(med_house_val(id1617),4.541).
regressionExample(med_house_val(id1618),5.00001).
regressionExample(med_house_val(id1619),4.165).
regressionExample(med_house_val(id1620),3.645).
regressionExample(med_house_val(id1621),3.699).
regressionExample(med_house_val(id1622),5.00001).
regressionExample(med_house_val(id1623),3.14).
regressionExample(med_house_val(id1624),3.899).
regressionExample(med_house_val(id1625),3.556).
regressionExample(med_house_val(id1626),3.702).
regressionExample(med_house_val(id1627),4.043).
regressionExample(med_house_val(id1628),3.542).
regressionExample(med_house_val(id1629),3.997).
regressionExample(med_house_val(id1630),4.345).
regressionExample(med_house_val(id1631),4.018).
regressionExample(med_house_val(id1632),4.232).
regressionExample(med_house_val(id1633),4.38).
regressionExample(med_house_val(id1634),4.75).
regressionExample(med_house_val(id1635),3.675).
regressionExample(med_house_val(id1636),3.781).
regressionExample(med_house_val(id1637),5.00001).
regressionExample(med_house_val(id1638),5.00001).
regressionExample(med_house_val(id1639),5.00001).
